Cation,anion,compound,surface,Potential,TPSA_cat,Bertz_cat,N_HD_cat,γ_s,Rq,r_cat,N_HA_cat,N_rot_cat,σ_s,x_IL,I_H2O,I_ss,TPSA_an,BalJ_cat,θ_s,MW_an,MW_cat,r_an,T,N_qN_cat,Bertz_an,velocity,logP_cat,logP_an,BalJ_an,μ,friction_bin,cation_bin,stratify_label,original_index,friction_pred,friction_diff,error_flag
[BMIm]+,[FAP]-,zero,Au(111),-1.0,8.81,190.8925906,0,-0.02,0.2,3.310978931,1,3,0.7,100.0,0,0,0.0,2.422977778,60.0,445.004,139.222,3.775688868,293,0,468.4882895,2.0,1.1127,7.1942,7.871070033,0.23,4.0,139.222,4_139.222,23.0,0.1879972326216571,0.0420027673783429,
[Li(G4)]+,[TFSI]-,zero,HOPG,1.0,46.15,103.3825112,0,-0.0002,0.89,3.859895249,5,12,0.05,100.0,0,0,82.38,0.0,85.0,280.147,229.222,3.359227186,298,0,384.7328028,6.0,-2.667,1.0593,5.284512596,0.01,0.0,229.222,0_229.222,24.0,0.3794390420722767,0.3694390420722767,
"[P4,4,4,1 ]+",[TFSI]-,zero,HOPG,1.0,0.0,98.62953293,0,-0.0002,0.89,3.951373459,0,9,0.05,100.0,0,0,82.38,3.889782595,85.0,280.147,217.357,3.359227186,298,0,384.7328028,6.0,5.0341,1.0593,5.284512596,0.018,0.0,217.357,0_217.357,25.0,-0.0631423800434474,0.0811423800434474,
"[P6,6,6,14]+",[BMB]-,DEGDBE,titanium,0.0,0.0,319.1282666,0,0.005,61.15,5.174799948,0,28,0.5,0.1,0,0,71.06,4.337445108,60.0,311.078,483.87,3.97427778,298,0,682.1804819,20.0,12.446,2.0514,1.591434542,0.063,2.0,483.87,2_483.87,26.0,0.0713015815965549,0.0083015815965549,
"[P6,6,6,14]+",[TFSI]-,[P66614][Doc],stainless steel,0.0,0.0,319.1282666,0,0.01,320.0,5.174799948,0,28,0.07,82.6,0,1,82.38,4.337445108,72.0,280.147,483.87,3.359227186,298,0,384.7328028,65.0,12.446,1.0593,5.284512596,0.02764,1.0,483.87,1_483.87,27.0,0.0278844799772123,0.0002444799772123,
"[P6,6,6,14]+",[(iC8)2PO2]-,hexadecane,silica,0.0,0.0,319.1282666,0,-0.07,0.5,5.174799948,0,28,0.2,1.0,0,0,40.13,4.337445108,20.7,289.42,483.87,4.246635376,298,0,281.6910727,6.0,12.446,4.7694,4.359263597,0.4,5.0,483.87,5_483.87,28.0,0.3844441125014032,0.0155558874985968,
[PA]+,[F]-,zero,mica,0.0,27.64,5.245112498,1,-0.16,0.0569,2.642365161,0,1,1.77,100.0,0,0,40.13,1.974744871,0.0,45.017,60.12,2.091441062,298,1,10.26466251,5.0,-0.3617,-1.6339,2.187496097,0.843037975,7.0,60.12,7_60.12,29.0,0.8086373821093604,0.0344005928906395,
[EA]+,[N]-,zero,mica,0.0,27.64,2.754887502,1,-0.16,0.0569,2.431285504,0,0,1.77,100.0,0,0,66.2,1.632993162,0.0,62.004,46.093,2.192174955,298,1,26.26466251,40.0,-0.7518,-0.2391,2.803039488,0.128900651,3.0,46.093,3_46.093,30.0,0.2440880131135096,0.1151873621135096,
"[P6,6,6,14]+",[(iC8)2PO2]-,zero,stainless steel,0.0,0.0,319.1282666,0,0.01,0.89,5.174799948,0,28,0.07,100.0,0,1,40.13,4.337445108,72.0,289.42,483.87,4.246635376,298,0,281.6910727,6.0,12.446,4.7694,4.359263597,0.4,5.0,483.87,5_483.87,31.0,0.4778778797400119,0.0778778797400119,
[DMEA]+,[F]-,zero,mica,0.0,4.44,17.60964047,1,-0.16,0.0569,2.824148313,0,1,1.77,100.0,0,0,40.13,2.539538861,0.0,45.017,74.147,2.091441062,298,1,10.26466251,10.0,-0.8492,-1.6339,2.187496097,0.463291139,6.0,74.147,6_74.147,32.0,0.5807813809286965,0.1174902419286964,
[C10(C1Im)2]2+,[TFSI]-,zero,mica,0.0,39.34,478.4344778,2,-0.16,0.0596,4.268585015,0,11,1.77,100.0,0,0,82.38,1.38550141,0.0,280.147,304.482,3.359227186,298,0,384.7328028,0.105,2.8978,1.0593,5.284512596,0.08,2.0,304.482,2_304.482,33.0,0.107000000426782,0.027000000426782,
[EtA]+,[N]-,zero,mica,0.0,47.87,8.0,2,-0.16,0.0569,2.543129445,1,1,1.77,100.0,0,0,66.2,1.974744871,0.0,62.004,62.092,2.192174955,298,1,26.26466251,40.0,-1.7794,-0.2391,2.803039488,0.8,6.0,62.092,6_62.092,34.0,0.7866413700044758,0.0133586299955242,
[EMIM] +,[FAP]-,zero,Au(111),0.0,8.81,166.7913934,0,-0.02,0.2,3.045073482,1,1,0.7,100.0,0,0,0.0,2.837541431,60.0,445.004,111.168,3.775688868,293,0,468.4882895,6.0,0.3325,7.1942,7.871070033,0.26,4.0,111.168,4_111.168,35.0,0.2699937775111182,0.0099937775111181,
[EMIM] +,[FAP]-,zero,Au(111),-2.0,8.81,166.7913934,0,-0.02,0.2,3.045073482,1,1,0.7,100.0,0,0,0.0,2.837541431,60.0,445.004,111.168,3.775688868,293,0,468.4882895,6.0,0.3325,7.1942,7.871070033,0.13,3.0,111.168,3_111.168,36.0,0.1428392793511914,0.0128392793511913,
"[P6,6,6,14]+",[AOT]-,zero,stainless steel,0.0,0.0,319.1282666,0,0.01,0.9,5.174799948,0,28,0.07,100.0,0,1,109.8,4.337445108,72.0,421.576,483.87,4.637037402,298,0,544.7574562,6.0,12.446,3.8095,4.726289834,0.22,3.0,483.87,3_483.87,37.0,0.3414237000757456,0.1214237000757456,
[EA]+,[N]-,zero,mica,0.0,27.64,2.754887502,1,-0.16,0.0569,2.431285504,0,0,1.77,100.0,0,0,66.2,1.632993162,0.0,62.004,46.093,2.192174955,339,1,26.26466251,10.0,-0.7518,-0.2391,2.803039488,0.303,4.0,46.093,4_46.093,39.0,0.3148265561757102,0.0118265561757102,
[EA]+,[N]-,zero,silica,0.0,27.64,2.754887502,1,-0.07,0.6,2.431285504,0,0,0.2,0.0,0,0,66.2,1.632993162,20.7,62.004,46.093,2.192174955,298,1,26.26466251,20.0,-0.7518,-0.2391,2.803039488,0.338709677,5.0,46.093,5_46.093,40.0,0.3929248461093707,0.0542151691093707,
"[P6,6,6,14]+",[AOT]-,[P66614][BTA],stainless steel,0.0,0.0,319.1282666,0,0.01,320.0,5.174799948,0,28,0.07,17.4,0,1,109.8,4.337445108,72.0,421.576,483.87,4.637037402,298,0,544.7574562,65.0,12.446,3.8095,4.726289834,0.02764,1.0,483.87,1_483.87,41.0,0.0280969469766658,0.0004569469766658,
[HMIM]+,[FAP]-,zero,HOPG,0.0,8.81,215.3680851,0,-0.0002,0.89,3.540263249,1,5,0.05,100.0,0,0,0.0,2.153242802,85.0,445.004,167.276,3.775688868,298,0,468.4882895,6.0,1.8929,7.1942,7.871070033,0.019,0.0,167.276,0_167.276,42.0,0.0648918353258162,0.0458918353258162,
[HMIM]+,[I]-,zero,stainless steel,0.0,8.81,215.3680851,0,0.01,0.89,3.540263249,1,5,0.07,100.0,0,1,0.0,2.153242802,72.0,126.904,167.276,2.113761051,298,0,0.0,6.0,1.8929,-2.996,0.0,0.46,5.0,167.276,5_167.276,43.0,0.7971002833439333,0.3371002833439333,
[BMIm]+,[AOT]-,H2O,Au(111),0.5,8.81,190.8925906,0,-0.02,0.2,3.310978931,1,3,0.7,16.5,1,0,109.8,2.422977778,60.0,421.576,139.222,4.637037402,298,0,544.7574562,6.0,1.1127,3.8095,4.726289834,0.442,5.0,139.222,5_139.222,44.0,0.375088325893467,0.0669116741065329,
[EMIM] +,[FAP]-,zero,Au(111),-0.5,8.81,166.7913934,0,-0.02,0.2,3.045073482,1,1,0.7,100.0,0,0,0.0,2.837541431,60.0,445.004,111.168,3.775688868,293,0,468.4882895,20.0,0.3325,7.1942,7.871070033,0.24,4.0,111.168,4_111.168,45.0,0.2545992921630546,0.0145992921630546,
[EMIM] +,[FAP]-,zero,Au(111),-1.0,8.81,166.7913934,0,-0.02,0.2,3.045073482,1,1,0.7,100.0,0,0,0.0,2.837541431,60.0,445.004,111.168,3.775688868,293,0,468.4882895,6.0,0.3325,7.1942,7.871070033,0.17,3.0,111.168,3_111.168,46.0,0.1863038386963189,0.0163038386963189,
"[P6,6,6,14]+",[BMB]-,PC,Au(111),-1.0,0.0,319.1282666,0,-0.02,0.835,5.174799948,0,28,0.7,3.1,0,0,71.06,4.337445108,60.0,311.078,483.87,3.97427778,298,0,682.1804819,12.0,12.446,2.0514,1.591434542,0.0987,2.0,483.87,2_483.87,47.0,0.0692014456202267,0.0294985543797732,
[EMIM] +,[FAP]-,zero,Au(111),1.5,8.81,166.7913934,0,-0.02,0.2,3.045073482,1,1,0.7,100.0,0,0,0.0,2.837541431,60.0,445.004,111.168,3.775688868,293,0,468.4882895,12.0,0.3325,7.1942,7.871070033,0.39,5.0,111.168,5_111.168,48.0,0.3759685417858759,0.0140314582141241,
[DOPIL]+,[TFSI]-,zero,silica,0.0,78.37,622.3764453,3,-0.07,6.03,4.033447586,4,6,0.2,100.0,0,0,82.38,1.69932597,20.7,280.147,290.343,3.359227186,298,0,384.7328028,2.0,0.4728,1.0593,5.284512596,2.69,7.0,290.343,7_290.343,49.0,2.71734194777441,0.0273419477744099,
[HOC3MPip]+,[TFSI]-,zero,mica,0.0,20.23,108.1303606,1,-0.16,0.0569,3.47886167,1,3,1.77,100.0,0,0,82.38,2.25045382,0.0,280.147,158.265,3.359227186,293,1,384.7328028,6.0,0.9993,1.0593,5.284512596,0.21,,,,,,,
[HOC4Py] +,[OMs]-,zero,mica,0.0,24.11,186.0140383,1,-0.16,0.0569,3.360073211,1,4,1.77,100.0,0,0,57.2,2.275801287,0.0,95.099,152.217,2.563925277,293,0,90.06147084,6.0,0.7466,-0.8386,4.062942299,0.24,,,,,,,
[HOC3Py] +,[OMs]-,zero,mica,0.0,24.11,173.8722824,1,-0.16,0.0569,3.236493461,1,3,1.77,100.0,0,0,57.2,2.426522347,0.0,95.099,138.19,2.563925277,293,0,90.06147084,6.0,0.3565,-0.8386,4.062942299,0.26,,,,,,,
[HMIM]+,[FAP]-,zero,stainless steel,0.0,8.81,215.3680851,0,0.01,0.89,3.540263249,1,5,0.07,100.0,0,1,0.0,2.153242802,72.0,445.004,167.276,3.775688868,298,0,468.4882895,6.0,1.8929,7.1942,7.871070033,1.16,,,,,,,
"[P4,4,4,1 ]+",[TFSI]-,zero,stainless steel,0.0,0.0,98.62953293,0,0.01,0.89,3.951373459,0,9,0.07,100.0,0,1,82.38,3.889782595,72.0,280.147,217.357,3.359227186,298,0,384.7328028,6.0,5.0341,1.0593,5.284512596,0.93,,,,,,,
"[Py1,4]+",[FAP]-,zero,Au(111),-0.16,0.0,92.90138861,0,-0.02,1.0,3.423597497,0,3,0.7,100.0,0,0,0.0,2.21874475,60.0,445.004,142.266,3.775688868,298,1,468.4882895,6.0,2.0269,7.1942,7.871070033,0.28,,,,,,,
