source_literature_key,source_literature_title,source_literature_path,source_literature_abs_path,source_literature_doi,source_match_confidence,source_match_status,source_match_rule,source_match_basis,source_match_notes,wff_dataset,wff_source_file,wff_row_number,source_path_exists,Cation,anion,compound,surface,h,r_cat,logP_cat,MW_cat,N_rot_cat,velocity,I_ss,Potential,MW_an,Bertz_cat,r_an,N_qN_cat,σ_s,γ_s,TPSA_an,Rq,TPSA_cat,BalJ_cat,logP_an,θ_s,I_H2O,T,x_IL,N_HA_cat,Bertz_an,BalJ_an,μ,friction_bin,cation_bin,stratify_label,original_index,friction_pred,friction_diff,error_flag,N_HD_cat
ion_structure_2013,"Ionic liquid lubrication: influence of ion structure, surface potential and sliding velocity","reference/Lubrication/Extracted/2013-rutland-Ionic liquid lubrication influence of ion structure, surface potential and sliding velocity.pdf","/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2013-rutland-Ionic liquid lubrication influence of ion structure, surface potential and sliding velocity.pdf",10.1039/C3CP52638K,high,matched_local_reference,imidazolium_fap_i_au,[HMIM]+ [FAP]- / compound=zero / surface=Au(111) / potential=0.5 / velocity=2.0,"Au(111) FAP/I ion-structure, surface-potential, and sliding-velocity series.",no_film,no+film+dataset+0312.csv,156,True,[HMIM]+,[FAP]-,zero,Au(111),,3.540263249,1.8929,167.276,5,2.0,0,0.5,445.004,215.3680851,3.775688868,0,0.7,-0.02,0.0,0.2,8.81,2.153242802,7.1942,60.0,0,293,100.0,1,468.4882895,7.871070033,0.3,4.0,167.276,4_167.276,155.0,0.3000000098459743,9.845974313638097e-09,,0.0
graphite_2021,Potential-Dependent Superlubricity of Ionic Liquids on a Graphite Surface,reference/Lubrication/2021-atkin-potential-dependent-superlubricity-of-ionic-liquids-on-a-graphite-surface.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/2021-atkin-potential-dependent-superlubricity-of-ionic-liquids-on-a-graphite-surface.pdf,10.1021/acs.jpcc.0c10804,high,matched_local_reference,phosphonium_hopg_graphite,"[P6,6,6,14]+ [BEHP]- / compound=zero / surface=HOPG / potential=-1.0 / velocity=6.0",HOPG phosphonium ionic-liquid comparison series from the graphite potential-dependent superlubricity paper.,no_film,no+film+dataset+0312.csv,157,True,"[P6,6,6,14]+",[BEHP]-,zero,HOPG,,5.174799948,12.446,483.87,28,6.0,0,-1.0,321.418,319.1282666,4.32349866,0,0.05,-0.0002,58.59,0.89,0.0,4.337445108,4.9208,85.0,0,298,100.0,0,259.4505415,4.075382025,0.002,0.0,483.87,0_483.87,156.0,0.0019999997578951,2.421048899553524e-10,,0.0
tribotronic_2016,Tribotronic control of friction in oil-based lubricants with ionic liquid additives,reference/Lubrication/3.10/2016-atkin-Tribotronic control of friction in oil-based lubricants with ionic liquid additives.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/3.10/2016-atkin-Tribotronic control of friction in oil-based lubricants with ionic liquid additives.pdf,10.1039/C6CP04405K,high,matched_local_reference,p66614_ic8_hexadecane_au,"[P6,6,6,14]+ [(iC8)2PO2]- / compound=hexadecane / surface=Au(111) / potential=0.0 / velocity=6.5","Exact phosphonium phosphate ionic liquid additive in hexadecane on Au(111), matching the 2016 tribotronic gold study.",no_film,no+film+dataset+0312.csv,158,True,"[P6,6,6,14]+",[(iC8)2PO2]-,hexadecane,Au(111),,5.174799948,12.446,483.87,28,6.5,0,0.0,289.42,319.1282666,4.246635376,0,0.7,-0.02,40.13,1.0,0.0,4.337445108,4.7694,60.0,0,298,1.0,0,281.6910727,4.359263597,0.46,5.0,483.87,5_483.87,157.0,0.4600000064700927,6.470092683841244e-09,,0.0
roughness_2020,Effects of Nanoscale Roughness on the Lubricious Behavior of an Ionic Liquid,reference/Lubrication/Extracted/Adv Materials Inter - 2020 - Nalam - Effects of Nanoscale Roughness on the Lubricious Behavior of an Ionic Liquid.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/Adv Materials Inter - 2020 - Nalam - Effects of Nanoscale Roughness on the Lubricious Behavior of an Ionic Liquid.pdf,,high,matched_local_reference,hmim_tfsi_silica_roughness,[HMIM]+ [TFSI]- / compound=zero / surface=silica / potential=0.0 / velocity=1.0,[HMIM][TFSI] on silica surfaces with nanoscale roughness series.,no_film,no+film+dataset+0312.csv,159,True,[HMIM]+,[TFSI]-,zero,silica,,3.540263249,1.8929,167.276,5,1.0,0,0.0,280.147,215.3680851,3.359227186,0,0.2,-0.07,82.38,6.03,8.81,2.153242802,1.0593,20.7,0,298,100.0,1,384.7328028,5.284512596,0.075,2.0,167.276,2_167.276,158.0,0.0750000019064807,1.906480709412683e-09,,0.0
ion_structure_2013,"Ionic liquid lubrication: influence of ion structure, surface potential and sliding velocity","reference/Lubrication/Extracted/2013-rutland-Ionic liquid lubrication influence of ion structure, surface potential and sliding velocity.pdf","/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2013-rutland-Ionic liquid lubrication influence of ion structure, surface potential and sliding velocity.pdf",10.1039/C3CP52638K,high,matched_local_reference,imidazolium_fap_i_au,[EMIM] + [FAP]- / compound=zero / surface=Au(111) / potential=-2.0 / velocity=12.0,"Au(111) FAP/I ion-structure, surface-potential, and sliding-velocity series.",no_film,no+film+dataset+0312.csv,160,True,[EMIM] +,[FAP]-,zero,Au(111),,3.045073482,0.3325,111.168,1,12.0,0,-2.0,445.004,166.7913934,3.775688868,0,0.7,-0.02,0.0,0.2,8.81,2.837541431,7.1942,60.0,0,293,100.0,1,468.4882895,7.871070033,0.14,3.0,111.168,3_111.168,159.0,0.1400000021674949,2.1674949335359628e-09,,0.0
programmable_friction_2023,Investigation of Programmable Friction with Ionic Liquid Mixtures,reference/Lubrication/【无数据】2023-Investigation of Programmable Friction with Ionic Liquid.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/【无数据】2023-Investigation of Programmable Friction with Ionic Liquid.pdf,10.3390/lubricants11090376,medium,matched_local_reference,p66614_bta_doc_programmable,"[P6,6,6,14]+ [AOT]- / compound=[P66614][BTA] / surface=stainless steel / potential=4.0 / velocity=65.0","BTA/Doc component strings and +/-4 V velocity-ramp stainless-steel program match the 2023 programmable-friction paper; dataset columns split mixture chemistry across anion/compound fields, so verify formulation before publication.",no_film,no+film+dataset+0312.csv,161,True,"[P6,6,6,14]+",[AOT]-,[P66614][BTA],stainless steel,,5.174799948,12.446,483.87,28,65.0,1,4.0,421.576,319.1282666,4.637037402,0,0.07,0.01,109.8,320.0,0.0,4.337445108,3.8095,72.0,0,298,17.4,0,544.7574562,4.726289834,0.01277,0.0,483.87,0_483.87,160.0,0.0127699993657737,6.342262236225247e-10,,0.0
bmb_pc_2020,Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent: effect of concentration,reference/Lubrication/3.10/2020-Rutland-Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent effect of concentration.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/3.10/2020-Rutland-Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent effect of concentration.pdf,10.1039/D0CP02736G,high,matched_local_reference,p66614_bmb_pc_au,"[P6,6,6,14]+ [BMB]- / compound=PC / surface=Au(111) / potential=-0.12 / velocity=12.0","Exact P6,6,6,14 BMB in propylene carbonate on Au(111), matching the 2020 electroresponsive PC/gold paper.",no_film,no+film+dataset+0312.csv,162,True,"[P6,6,6,14]+",[BMB]-,PC,Au(111),,5.174799948,12.446,483.87,28,12.0,0,-0.12,311.078,319.1282666,3.97427778,0,0.7,-0.02,71.06,0.835,0.0,4.337445108,2.0514,60.0,0,298,0.67,0,682.1804819,1.591434542,0.1149,2.0,483.87,2_483.87,161.0,0.1148999977378194,2.2621805539913e-09,,0.0
ion_structure_2013,"Ionic liquid lubrication: influence of ion structure, surface potential and sliding velocity","reference/Lubrication/Extracted/2013-rutland-Ionic liquid lubrication influence of ion structure, surface potential and sliding velocity.pdf","/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2013-rutland-Ionic liquid lubrication influence of ion structure, surface potential and sliding velocity.pdf",10.1039/C3CP52638K,high,matched_local_reference,imidazolium_fap_i_au,[EMIM] + [FAP]- / compound=zero / surface=Au(111) / potential=1.0 / velocity=2.0,"Au(111) FAP/I ion-structure, surface-potential, and sliding-velocity series.",no_film,no+film+dataset+0312.csv,163,True,[EMIM] +,[FAP]-,zero,Au(111),,3.045073482,0.3325,111.168,1,2.0,0,1.0,445.004,166.7913934,3.775688868,0,0.7,-0.02,0.0,0.2,8.81,2.837541431,7.1942,60.0,0,293,100.0,1,468.4882895,7.871070033,0.35,5.0,111.168,5_111.168,162.0,0.3499999911643832,8.835616793767542e-09,,0.0
ion_structure_2013,"Ionic liquid lubrication: influence of ion structure, surface potential and sliding velocity","reference/Lubrication/Extracted/2013-rutland-Ionic liquid lubrication influence of ion structure, surface potential and sliding velocity.pdf","/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2013-rutland-Ionic liquid lubrication influence of ion structure, surface potential and sliding velocity.pdf",10.1039/C3CP52638K,high,matched_local_reference,imidazolium_fap_i_au,[EMIM] + [FAP]- / compound=zero / surface=Au(111) / potential=-0.5 / velocity=12.0,"Au(111) FAP/I ion-structure, surface-potential, and sliding-velocity series.",no_film,no+film+dataset+0312.csv,164,True,[EMIM] +,[FAP]-,zero,Au(111),,3.045073482,0.3325,111.168,1,12.0,0,-0.5,445.004,166.7913934,3.775688868,0,0.7,-0.02,0.0,0.2,8.81,2.837541431,7.1942,60.0,0,293,100.0,1,468.4882895,7.871070033,0.22,3.0,111.168,3_111.168,163.0,0.2200000000627056,6.2705673986585e-11,,0.0
polymeric_2022,Interfacial nanostructure and friction of a polymeric ionic liquid-ionic liquid mixture as a function of potential at Au(111) electrode interface,reference/Lubrication/Extracted/Interfacial nanostructure and friction of a polymeric ionic liquid-ionic.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/Interfacial nanostructure and friction of a polymeric ionic liquid-ionic.pdf,10.1016/j.jcis.2021.08.067,high,matched_local_reference,bmim_tfsi_polymeric_au,[BMIm]+ [TFSI]- / compound=zero / surface=Au(111) / potential=1.0 / velocity=6.0,"BMIM TFSI and PIL/BMIM TFSI mixture on Au(111), matching the 2022 polymeric ionic-liquid mixture study.",no_film,no+film+dataset+0312.csv,165,True,[BMIm]+,[TFSI]-,zero,Au(111),,3.310978931,1.1127,139.222,3,6.0,0,1.0,280.147,190.8925906,3.359227186,0,0.7,-0.02,82.38,1.0,8.81,2.422977778,1.0593,60.0,0,298,100.0,1,384.7328028,5.284512596,0.119,2.0,139.222,2_139.222,164.0,0.119000000149662,1.4966200501120852e-10,,0.0
tribotronic_2016,Tribotronic control of friction in oil-based lubricants with ionic liquid additives,reference/Lubrication/3.10/2016-atkin-Tribotronic control of friction in oil-based lubricants with ionic liquid additives.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/3.10/2016-atkin-Tribotronic control of friction in oil-based lubricants with ionic liquid additives.pdf,10.1039/C6CP04405K,high,matched_local_reference,p66614_ic8_hexadecane_au,"[P6,6,6,14]+ [(iC8)2PO2]- / compound=hexadecane / surface=Au(111) / potential=1.0 / velocity=6.5","Exact phosphonium phosphate ionic liquid additive in hexadecane on Au(111), matching the 2016 tribotronic gold study.",no_film,no+film+dataset+0312.csv,166,True,"[P6,6,6,14]+",[(iC8)2PO2]-,hexadecane,Au(111),,5.174799948,12.446,483.87,28,6.5,0,1.0,289.42,319.1282666,4.246635376,0,0.7,-0.02,40.13,1.0,0.0,4.337445108,4.7694,60.0,0,298,100.0,0,281.6910727,4.359263597,0.84,7.0,483.87,7_483.87,165.0,0.8399999745446781,2.545532185038724e-08,,0.0
low_concentration_2016,Addition of low concentrations of an ionic liquid to a base oil reduces friction over multiple length scales: a combined nano- and macrotribology investigation,reference/Lubrication/3.10/Addition of low concentrations of an ionic liquid.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/3.10/Addition of low concentrations of an ionic liquid.pdf,10.1039/C5CP07061A,high,matched_local_reference,p66614_ic8_hexadecane_silica,"[P6,6,6,14]+ [(iC8)2PO2]- / compound=hexadecane / surface=silica / potential=0.0 / velocity=6.0","Silica + phosphonium phosphate ionic liquid additive in hexadecane, matching the combined nano/macro low-concentration study.",no_film,no+film+dataset+0312.csv,167,True,"[P6,6,6,14]+",[(iC8)2PO2]-,hexadecane,silica,,5.174799948,12.446,483.87,28,6.0,0,0.0,289.42,319.1282666,4.246635376,0,0.2,-0.07,40.13,0.5,0.0,4.337445108,4.7694,20.7,0,298,0.0,0,281.6910727,4.359263597,0.57,6.0,483.87,6_483.87,166.0,0.5699999931709917,6.829008247777324e-09,,0.0
programmable_friction_2023,Investigation of Programmable Friction with Ionic Liquid Mixtures,reference/Lubrication/【无数据】2023-Investigation of Programmable Friction with Ionic Liquid.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/【无数据】2023-Investigation of Programmable Friction with Ionic Liquid.pdf,10.3390/lubricants11090376,medium,matched_local_reference,p66614_bta_doc_programmable,"[P6,6,6,14]+ [TFSI]- / compound=[P66614][Doc] / surface=stainless steel / potential=-4.0 / velocity=65.0","BTA/Doc component strings and +/-4 V velocity-ramp stainless-steel program match the 2023 programmable-friction paper; dataset columns split mixture chemistry across anion/compound fields, so verify formulation before publication.",no_film,no+film+dataset+0312.csv,168,True,"[P6,6,6,14]+",[TFSI]-,[P66614][Doc],stainless steel,,5.174799948,12.446,483.87,28,65.0,1,-4.0,280.147,319.1282666,3.359227186,0,0.07,0.01,82.38,320.0,0.0,4.337445108,1.0593,72.0,0,298,82.6,0,384.7328028,5.284512596,0.00093,0.0,483.87,0_483.87,167.0,0.0009299986255277,1.374472216380748e-09,,0.0
bmb_pc_2020,Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent: effect of concentration,reference/Lubrication/3.10/2020-Rutland-Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent effect of concentration.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/3.10/2020-Rutland-Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent effect of concentration.pdf,10.1039/D0CP02736G,high,matched_local_reference,p66614_bmb_pc_au,"[P6,6,6,14]+ [BMB]- / compound=PC / surface=Au(111) / potential=-0.12 / velocity=1.0","Exact P6,6,6,14 BMB in propylene carbonate on Au(111), matching the 2020 electroresponsive PC/gold paper.",no_film,no+film+dataset+0312.csv,169,True,"[P6,6,6,14]+",[BMB]-,PC,Au(111),,5.174799948,12.446,483.87,28,1.0,0,-0.12,311.078,319.1282666,3.97427778,0,0.7,-0.02,71.06,0.835,0.0,4.337445108,2.0514,60.0,0,298,3.1,0,682.1804819,1.591434542,0.1296,3.0,483.87,3_483.87,168.0,0.1296000055983001,5.598300156783864e-09,,0.0
programmable_friction_2023,Investigation of Programmable Friction with Ionic Liquid Mixtures,reference/Lubrication/【无数据】2023-Investigation of Programmable Friction with Ionic Liquid.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/【无数据】2023-Investigation of Programmable Friction with Ionic Liquid.pdf,10.3390/lubricants11090376,medium,matched_local_reference,p66614_bta_doc_programmable,"[P6,6,6,14]+ [TFSI]- / compound=[P66614][Doc] / surface=stainless steel / potential=4.0 / velocity=65.0","BTA/Doc component strings and +/-4 V velocity-ramp stainless-steel program match the 2023 programmable-friction paper; dataset columns split mixture chemistry across anion/compound fields, so verify formulation before publication.",no_film,no+film+dataset+0312.csv,170,True,"[P6,6,6,14]+",[TFSI]-,[P66614][Doc],stainless steel,,5.174799948,12.446,483.87,28,65.0,1,4.0,280.147,319.1282666,3.359227186,0,0.07,0.01,82.38,320.0,0.0,4.337445108,1.0593,72.0,0,298,82.6,0,384.7328028,5.284512596,0.01277,0.0,483.87,0_483.87,169.0,0.0127700003989522,3.989522080749541e-10,,0.0
surface_active_2024,Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate,reference/Lubrication/Extracted/Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate.pdf,,high,matched_local_reference,p66614_aot_ds_stainless_additives,"[P6,6,6,14]+ [AOT]- / compound=zero / surface=stainless steel / potential=1.24 / velocity=6.0",Surface-active phosphonium AOT/DS additives in hexadecane or diethyl succinate on stainless steel.,no_film,no+film+dataset+0312.csv,171,True,"[P6,6,6,14]+",[AOT]-,zero,stainless steel,,5.174799948,12.446,483.87,28,6.0,1,1.24,421.576,319.1282666,4.637037402,0,0.07,0.01,109.8,0.9,0.0,4.337445108,3.8095,72.0,0,298,100.0,0,544.7574562,4.726289834,0.26,4.0,483.87,4_483.87,170.0,0.2599999908810649,9.118935051510846e-09,,0.0
solvate_2017,Boundary layer friction of solvate ionic liquids as a function of potential,reference/Lubrication/2017-Rutland-Boundary layer friction of solvate ionic liquids as a function of potential.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/2017-Rutland-Boundary layer friction of solvate ionic liquids as a function of potential.pdf,,high,matched_local_reference,solvate_li_g4_potential,[Li(G4)]+ [TFSI]- / compound=zero / surface=Au(111) / potential=0.5 / velocity=6.0,Li(G4) solvate ionic liquid potential-dependent boundary-layer friction on Au(111)/HOPG.,no_film,no+film+dataset+0312.csv,172,True,[Li(G4)]+,[TFSI]-,zero,Au(111),,3.859895249,-2.667,229.222,12,6.0,0,0.5,280.147,103.3825112,3.359227186,0,0.7,-0.02,82.38,1.0,46.15,0.0,1.0593,60.0,0,298,100.0,5,384.7328028,5.284512596,0.25,4.0,229.222,4_229.222,171.0,0.2500000024845241,2.4845241419768627e-09,,0.0
tribotronic_2016,Tribotronic control of friction in oil-based lubricants with ionic liquid additives,reference/Lubrication/3.10/2016-atkin-Tribotronic control of friction in oil-based lubricants with ionic liquid additives.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/3.10/2016-atkin-Tribotronic control of friction in oil-based lubricants with ionic liquid additives.pdf,10.1039/C6CP04405K,high,matched_local_reference,p66614_ic8_hexadecane_au,"[P6,6,6,14]+ [(iC8)2PO2]- / compound=hexadecane / surface=Au(111) / potential=0.0 / velocity=6.5","Exact phosphonium phosphate ionic liquid additive in hexadecane on Au(111), matching the 2016 tribotronic gold study.",no_film,no+film+dataset+0312.csv,173,True,"[P6,6,6,14]+",[(iC8)2PO2]-,hexadecane,Au(111),,5.174799948,12.446,483.87,28,6.5,0,0.0,289.42,319.1282666,4.246635376,0,0.7,-0.02,40.13,1.0,0.0,4.337445108,4.7694,60.0,0,298,0.001,0,281.6910727,4.359263597,0.5,6.0,483.87,6_483.87,172.0,0.5000000006216687,6.216687165050413e-10,,0.0
tribotronic_2016,Tribotronic control of friction in oil-based lubricants with ionic liquid additives,reference/Lubrication/3.10/2016-atkin-Tribotronic control of friction in oil-based lubricants with ionic liquid additives.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/3.10/2016-atkin-Tribotronic control of friction in oil-based lubricants with ionic liquid additives.pdf,10.1039/C6CP04405K,high,matched_local_reference,p66614_ic8_hexadecane_au,"[P6,6,6,14]+ [(iC8)2PO2]- / compound=hexadecane / surface=Au(111) / potential=1.0 / velocity=6.5","Exact phosphonium phosphate ionic liquid additive in hexadecane on Au(111), matching the 2016 tribotronic gold study.",no_film,no+film+dataset+0312.csv,174,True,"[P6,6,6,14]+",[(iC8)2PO2]-,hexadecane,Au(111),,5.174799948,12.446,483.87,28,6.5,0,1.0,289.42,319.1282666,4.246635376,0,0.7,-0.02,40.13,1.0,0.0,4.337445108,4.7694,60.0,0,298,1.0,0,281.6910727,4.359263597,0.588,6.0,483.87,6_483.87,173.0,0.5880000003532779,3.532779624393355e-10,,0.0
surface_active_2024,Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate,reference/Lubrication/Extracted/Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate.pdf,,high,matched_local_reference,p66614_aot_ds_stainless_additives,"[P6,6,6,14]+ [AOT]- / compound=hexadecane / surface=stainless steel / potential=0.0 / velocity=6.0",Surface-active phosphonium AOT/DS additives in hexadecane or diethyl succinate on stainless steel.,no_film,no+film+dataset+0312.csv,175,True,"[P6,6,6,14]+",[AOT]-,hexadecane,stainless steel,,5.174799948,12.446,483.87,28,6.0,1,0.0,421.576,319.1282666,4.637037402,0,0.07,0.01,109.8,0.9,0.0,4.337445108,3.8095,72.0,0,298,0.508,0,544.7574562,4.726289834,0.56,6.0,483.87,6_483.87,174.0,0.5600000016362716,1.6362715626883071e-09,,0.0
programmable_friction_2023,Investigation of Programmable Friction with Ionic Liquid Mixtures,reference/Lubrication/【无数据】2023-Investigation of Programmable Friction with Ionic Liquid.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/【无数据】2023-Investigation of Programmable Friction with Ionic Liquid.pdf,10.3390/lubricants11090376,medium,matched_local_reference,p66614_bta_doc_programmable,"[P6,6,6,14]+ [AOT]- / compound=[P66614][BTA] / surface=stainless steel / potential=4.0 / velocity=130.0","BTA/Doc component strings and +/-4 V velocity-ramp stainless-steel program match the 2023 programmable-friction paper; dataset columns split mixture chemistry across anion/compound fields, so verify formulation before publication.",no_film,no+film+dataset+0312.csv,176,True,"[P6,6,6,14]+",[AOT]-,[P66614][BTA],stainless steel,,5.174799948,12.446,483.87,28,130.0,1,4.0,421.576,319.1282666,4.637037402,0,0.07,0.01,109.8,320.0,0.0,4.337445108,3.8095,72.0,0,298,17.4,0,544.7574562,4.726289834,0.0339,1.0,483.87,1_483.87,175.0,0.0339000005950184,5.950184650549414e-10,,0.0
programmable_friction_2023,Investigation of Programmable Friction with Ionic Liquid Mixtures,reference/Lubrication/【无数据】2023-Investigation of Programmable Friction with Ionic Liquid.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/【无数据】2023-Investigation of Programmable Friction with Ionic Liquid.pdf,10.3390/lubricants11090376,medium,matched_local_reference,p66614_bta_doc_programmable,"[P6,6,6,14]+ [AOT]- / compound=[P66614][BTA] / surface=stainless steel / potential=-4.0 / velocity=65.0","BTA/Doc component strings and +/-4 V velocity-ramp stainless-steel program match the 2023 programmable-friction paper; dataset columns split mixture chemistry across anion/compound fields, so verify formulation before publication.",no_film,no+film+dataset+0312.csv,177,True,"[P6,6,6,14]+",[AOT]-,[P66614][BTA],stainless steel,,5.174799948,12.446,483.87,28,65.0,1,-4.0,421.576,319.1282666,4.637037402,0,0.07,0.01,109.8,320.0,0.0,4.337445108,3.8095,72.0,0,298,17.4,0,544.7574562,4.726289834,0.00093,0.0,483.87,0_483.87,176.0,0.0009300013008754,1.3008754492453e-09,,0.0
ean_mica_2012,Ionic liquid nanotribology: mica-silica interactions in ethylammonium nitrate,reference/Lubrication/Extracted/2012-rutland-Ionic liquid nanotribology mica–silica interactions in ethylammonium nitrate.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2012-rutland-Ionic liquid nanotribology mica–silica interactions in ethylammonium nitrate.pdf,10.1039/C2SM25620K,high,matched_local_reference,ean_mica_silica_2012,[EA]+ [N]- / compound=zero / surface=mica / potential=0.0 / velocity=0.5,"EAN on mica/silica nanotribology system. Some EAN rows overlap ion-structure comparisons, but this is the EAN-specific primary paper in the local Lubrication corpus.",no_film,no+film+dataset+0312.csv,178,True,[EA]+,[N]-,zero,mica,,2.431285504,-0.7518,46.093,0,0.5,0,0.0,62.004,2.754887502,2.192174955,1,1.77,-0.16,66.2,0.0569,27.64,1.632993162,-0.2391,0.0,0,298,100.0,0,26.26466251,2.803039488,0.022795699,1.0,46.093,1_46.093,177.0,0.0227956998584151,8.58415120236211e-10,,1.0
ion_structure_2013,"Ionic liquid lubrication: influence of ion structure, surface potential and sliding velocity","reference/Lubrication/Extracted/2013-rutland-Ionic liquid lubrication influence of ion structure, surface potential and sliding velocity.pdf","/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2013-rutland-Ionic liquid lubrication influence of ion structure, surface potential and sliding velocity.pdf",10.1039/C3CP52638K,high,matched_local_reference,imidazolium_fap_i_au,[EMIM] + [FAP]- / compound=zero / surface=Au(111) / potential=0.0 / velocity=12.0,"Au(111) FAP/I ion-structure, surface-potential, and sliding-velocity series.",no_film,no+film+dataset+0312.csv,179,True,[EMIM] +,[FAP]-,zero,Au(111),,3.045073482,0.3325,111.168,1,12.0,0,0.0,445.004,166.7913934,3.775688868,0,0.7,-0.02,0.0,0.2,8.81,2.837541431,7.1942,60.0,0,293,100.0,1,468.4882895,7.871070033,0.29,4.0,111.168,4_111.168,178.0,0.2899999895752907,1.0424709262490952e-08,,0.0
surface_active_2024,Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate,reference/Lubrication/Extracted/Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate.pdf,,high,matched_local_reference,p66614_aot_ds_stainless_additives,"[P6,6,6,14]+ [DS]- / compound=hexadecane / surface=stainless steel / potential=0.0 / velocity=6.0",Surface-active phosphonium AOT/DS additives in hexadecane or diethyl succinate on stainless steel.,no_film,no+film+dataset+0312.csv,180,True,"[P6,6,6,14]+",[DS]-,hexadecane,stainless steel,,5.174799948,12.446,483.87,28,6.0,1,0.0,265.395,319.1282666,3.990255029,0,0.07,0.01,66.43,0.9,0.0,4.337445108,3.3841,72.0,0,298,0.613,0,249.2312434,3.038016531,0.77,6.0,483.87,6_483.87,179.0,0.7699999805965982,1.940340177419841e-08,,0.0
ean_mica_2012,Ionic liquid nanotribology: mica-silica interactions in ethylammonium nitrate,reference/Lubrication/Extracted/2012-rutland-Ionic liquid nanotribology mica–silica interactions in ethylammonium nitrate.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2012-rutland-Ionic liquid nanotribology mica–silica interactions in ethylammonium nitrate.pdf,10.1039/C2SM25620K,high,matched_local_reference,ean_mica_silica_2012,[EA]+ [N]- / compound=zero / surface=mica / potential=0.0 / velocity=10.0,"EAN on mica/silica nanotribology system. Some EAN rows overlap ion-structure comparisons, but this is the EAN-specific primary paper in the local Lubrication corpus.",no_film,no+film+dataset+0312.csv,181,True,[EA]+,[N]-,zero,mica,,2.431285504,-0.7518,46.093,0,10.0,0,0.0,62.004,2.754887502,2.192174955,1,1.77,-0.16,66.2,0.0569,27.64,1.632993162,-0.2391,0.0,0,298,100.0,0,26.26466251,2.803039488,0.31,4.0,46.093,4_46.093,180.0,0.3099999985149927,1.4850072838079598e-09,,1.0
solvate_2017,Boundary layer friction of solvate ionic liquids as a function of potential,reference/Lubrication/2017-Rutland-Boundary layer friction of solvate ionic liquids as a function of potential.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/2017-Rutland-Boundary layer friction of solvate ionic liquids as a function of potential.pdf,,high,matched_local_reference,solvate_li_g4_potential,[Li(G4)]+ [TFSI]- / compound=zero / surface=HOPG / potential=-0.5 / velocity=6.0,Li(G4) solvate ionic liquid potential-dependent boundary-layer friction on Au(111)/HOPG.,no_film,no+film+dataset+0312.csv,182,True,[Li(G4)]+,[TFSI]-,zero,HOPG,,3.859895249,-2.667,229.222,12,6.0,0,-0.5,280.147,103.3825112,3.359227186,0,0.05,-0.0002,82.38,0.89,46.15,0.0,1.0593,85.0,0,298,100.0,5,384.7328028,5.284512596,0.024,1.0,229.222,1_229.222,181.0,0.0239999993387695,6.61230493970155e-10,,0.0
